CODIGO	NOME_FUNDO	TIPO_PRODUTO	CEDENTE	SACADO	LIMITE_CEDENTE	ESTADO_CEDENTE	ESTADO_SACADO	VENCIMENTO	DATA_EMISSAO	DATA_PAGAMENTO	VALOR_REAL	VALOR_DESAGIO	TAXA_MENSAL	RISCO_1	RISCO_2	RISCO_3	RISCO_4	RISCO_5	RISCO_6	RISCO_7	RISCO_8	RISCO_9	RISCO_10	RISCO_11	RISCO_12	RISCO_13	RISCO_14	RISCO_15	RISCO_16	RISCO_17	RISCO_18	RISCO_19	RISCO_20	RISCO_21	STATUS_LIQ_TITULO
999	Fundo 1	Produto 1	Cedente 9	Sacado 2666	6964286	SP	MG	2018-03-23	2018-01-27	2018-03-23	12385.85	682.8858998	0.029706197	0.126647	0.666667	0		0		0	0.876757125	0.000001	0.010486	0		0.448554	0	0.066667	0.2	0.022739	0.020265	0.382716	0.979309	0.473269	EM_DIA
1000	Fundo 2	Produto 1	Cedente 1	Sacado 2667	8035714	CE	BA	2018-02-26	2018-02-05	2018-02-27	844.4	23.99795813	0.040846119	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.306881629	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.890058	ATRASO
1001	Fundo 2	Produto 1	Cedente 1	Sacado 2668	8035714	CE	CE	2018-02-05	2018-01-07	2018-02-07	828.66	25.15951767	0.031424928	0.179463	0.5	0.046496	0	0		0	0.615308058	0.019921	0.107064	0.333333	0.074856	0.466711	0	0.133333	0.4	0.049136	0.051125	0.358025	0.838805	0.566464	ATRASO
1002	Fundo 1	Produto 1	Cedente 9	Sacado 1333	6964286	SP	MG	2018-05-23	2018-04-17	2018-05-23	727.5	20.79189273	0.023760499	0.285415	0.5	0		0		0	0.480415939	0		0		0.476126	0	0.2	0.6	0.041802	0.040676	0.432099	0.89692	0.476512	EM_DIA
1003	Fundo 1	Produto 2	Cedente 9	Sacado 2669	6964286	SP	SC	2018-08-22	2018-07-20	2018-08-15	13128.69	1127.685158	0.077790354	0.135177	0.5	1	0.24036	0.000121	0.192194	0	0.298733994	0		0		0.577673	0	0.333333	0.8	0.020491	0.018107	0.395062	0.93122	0.48483	EM_DIA
1004	Fundo 1	Produto 1	Cedente 12	Sacado 1445	2678571	BA		2018-06-17	2018-03-29	2018-06-17	2420	201.771324	0.030486463	0.615727	0.333333	0		0		0	0.543258555	0		0		0.501681	0	0.466667	0.8	0.001691	0.001477	0.382716	0.996909	0.072421	EM_DIA
1005	Fundo 1	Produto 1	Cedente 12	Sacado 2670	2678571	BA		2018-06-18	2018-03-31	2018-06-18	1400	74.42200731	0.019863238	0.615727	0.333333	0		0		0	0.515266012	0		0		0.501681	0	0.466667	0.8	0.001691	0.001477	0.382716	0.996909	0.025475	EM_DIA
1006	Fundo 2	Produto 1	Cedente 1	Sacado 2671	8035714	CE	PA	2018-02-01	2017-12-12	2018-02-01	5397.06	427.3929347	0.045849876	0.17651	0.5	0.042153	0	0		0	0.344928015	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.916939	EM_DIA
1007	Fundo 2	Produto 3	Cedente 12	Sacado 779	2678571	BA	RS	2018-08-17	2018-06-30	2018-08-17	310328.15	22053.10351	0.043841582	1	1	0		0		0	0.379800247	0		0		0.498319	0	0.066667	0.2	0.005355	0.004677	0.382716	0.999141	0.679456	EM_DIA
1008	Fundo 2	Produto 1	Cedente 1	Sacado 2243	8035714	CE	MA	2018-02-07	2017-12-11	2018-02-07	1420.46	145.9209805	0.051880514	0.17651	0.5	0.042153	0	0		0	0.850377771	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.063733	EM_DIA
1009	Fundo 2	Produto 1	Cedente 1	Sacado 2672	8035714	CE	CE	2018-02-05	2017-12-11	2018-02-05	696.13	42.05527587	0.031923105	0.17651	0.5	0.042153	0	0		0	0.619434026	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.398808	EM_DIA
1010	Fundo 1	Produto 1	Cedente 9	Sacado 2673	6964286	SP	MG	2018-07-27	2018-06-08	2018-07-26	872.07	68.37551115	0.047299245	0.288897	0.5	0.957354	0.18509	0		0	0.735991103	0.000005	0.000552	0		0.537996	0	0.2	0.6	0.003601	0.003254	0.407407	0.965831	0.623699	EM_DIA
1011	Fundo 2	Produto 1	Cedente 1	Sacado 2607	8035714	CE	BA	2018-01-26	2017-12-28	2018-01-25	8065.35	417.3763842	0.053580769	0.177122	0.5	0.046244	0.007712	0		0	0.095871185	0.019921	0.094371	0.333333	0.060141	0.579018	0	0.333333	1	0.051434	0.054605	0.419753	0.822073	0.989335	EM_DIA
1012	Fundo 2	Produto 1	Cedente 1	Sacado 1867	8035714	CE	RJ	2018-01-23	2017-12-28	2018-01-21	914.52	55.37270437	0.070183502	0.177122	0.5	0.046244	0.007712	0		0	0.297328528	0.019921	0.094371	0.333333	0.060141	0.579018	0	0.333333	1	0.051434	0.054605	0.419753	0.822073	0.948952	EM_DIA
1013	Fundo 1	Produto 1	Cedente 9	Sacado 2674	6964286	SP	MG	2018-05-14	2018-04-12	2018-05-14	763.24	14.97702597	0.018385319	0.285415	0.5	0		0		0	0.000602374	0		0		0.476126	0	0.2	0.6	0.041802	0.040676	0.432099	0.89692	0.999935	EM_DIA
1014	Fundo 2	Produto 1	Cedente 1	Sacado 2675	8035714	CE	PA	2018-01-29	2017-12-24	2018-01-30	3589.64	136.3206748	0.031548082	0.177122	0.5	0.046244	0.007712	0		0	0.628628249	0.019921	0.094371	0.333333	0.060141	0.579018	0	0.333333	1	0.051434	0.054605	0.419753	0.822073	0.743929	ATRASO
1015	Fundo 2	Produto 1	Cedente 1	Sacado 742	8035714	CE	CE	2018-01-14	2017-12-29	2018-01-15	2647.86	227.9048773	0.167439593	0.177122	0.5	0.046244	0.007712	0		0	0.998873575	0.019921	0.094371	0.333333	0.060141	0.579018	0	0.333333	1	0.051434	0.054605	0.419753	0.822073	0.904402	ATRASO
1016	Fundo 2	Produto 1	Cedente 1	Sacado 705	8035714	CE	MA	2018-01-08	2017-12-11	2018-01-08	2901.31	238.041638	0.088158	0.17651	0.5	0.042153	0	0		0	0.70679877	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.929264	EM_DIA
1017	Fundo 2	Produto 1	Cedente 1	Sacado 372	8035714	CE	MG	2018-01-07	2017-12-10	2018-01-07	1586.63	73.09927672	0.049442987	0.17651	0.5	0.042153	0	0		0	0.373431481	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.954912	EM_DIA
1018	Fundo 1	Produto 1	Cedente 9	Sacado 717	6964286	SP	SP	2018-05-14	2018-04-16	2018-05-14	788.88	35.38077837	0.04812883	0.285415	0.5	0		0		0	0.024593759	0		0		0.476126	0	0.2	0.6	0.041802	0.040676	0.432099	0.89692	0.82751	EM_DIA
1019	Fundo 2	Produto 1	Cedente 1	Sacado 874	8035714	CE	AL	2018-06-13	2018-05-08	2018-06-13	1644.77	84.19246965	0.042478224	0.191854	0.5	0.883364	0.007712	0		0	0.59846295	0.019929	0.009382	0.333333	0.154191	0.264291	0	0.266667	0.8	0.028452	0.031493	0.358025	0.788485	0.831174	EM_DIA
1020	Fundo 2	Produto 1	Cedente 1	Sacado 332	8035714	CE	SP	2018-09-17	2018-06-21	2018-09-19	971.62	42.5720316	0.014726506	0.194698	0.5	0.958703	0.001285	0		0	0.537733795	0.020195	0.192605	0.666667	0.172745	0.406859	0	0.466667	0.8	0.029915	0.037156	0.432099	0.702674	0.470381	ATRASO
1021	Fundo 1	Produto 1	Cedente 9	Sacado 1894	6964286	SP	RO	2018-01-16	2017-11-17	2018-01-16	1633.33	176.996444	0.052789338	0.27476	0.5	0		0		0	0.486720604	0		0		0.483524	0	0.266667	0.8	0.02936	0.032818	0.395062	0.78079	0.050651	EM_DIA
1022	Fundo 1	Produto 1	Cedente 9	Sacado 2676	6964286	SP	SP	2018-01-09	2017-10-31	2018-01-11	3043.63	351.1441381	0.047906275	0.27476	0.5	0		0		0	0.921892671	0		0		0.483524	0	0.266667	0.8	0.02936	0.032818	0.395062	0.78079	0.860347	ATRASO
1023	Fundo 1	Produto 1	Cedente 9	Sacado 2598	6964286	SP	SP	2018-01-15	2017-11-16	2018-01-15	571.18	30.79784024	0.026605901	0.27476	0.5	0		0		0	0.512455772	0		0		0.483524	0	0.266667	0.8	0.02936	0.032818	0.395062	0.78079	0.981414	EM_DIA
1024	Fundo 1	Produto 1	Cedente 2	Sacado 2677	10000000	CE	RJ	2018-02-09	2017-11-04	2018-02-06	843.44	92.65008074	0.03275904	0.028472	1	0		0		0	0.03567887	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.348145	EM_DIA
1025	Fundo 1	Produto 1	Cedente 2	Sacado 2678	10000000	CE	PR	2018-01-16	2017-10-26	2018-01-16	432.82	48.59328396	0.039695996	0.028472	1	0		0		0	0.693066382	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.498189	EM_DIA
1026	Fundo 1	Produto 1	Cedente 2	Sacado 13	10000000	CE	SP	2018-01-21	2017-10-25	2018-01-21	260.68	27.75906832	0.035098592	0.028472	1	0		0		0	0.27354951	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.379068	EM_DIA
1027	Fundo 1	Produto 1	Cedente 2	Sacado 2679	10000000	CE	SP	2018-01-22	2017-10-26	2018-01-22	291.22	23.66648814	0.026994244	0.028472	1	0		0		0	0.381117661	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.645236	EM_DIA
1028	Fundo 2	Produto 5	Cedente 16	Sacado 2680	1250000	SP	SP	2018-05-04	2017-02-24	2018-05-06	8387.61	2805.329788	0.02014452	0.592381	0	0		0		0	0.971076303	0		0		0.485541	0	0.266667	0.8	0.000104	0.000093	0.395062	0.977798	0.992057	ATRASO
1029	Fundo 2	Produto 5	Cedente 16	Sacado 1937	1250000	SP	SP	2018-05-04	2017-02-23	2018-05-03	5462.53	2129.570288	0.022962866	0.592381	0	0		0		0	0.60448965	0		0		0.485541	0	0.266667	0.8	0.000104	0.000093	0.395062	0.977798	0.060301	EM_DIA
1030	Fundo 1	Produto 1	Cedente 14	Sacado 2681	2142857	RS	AL	2018-07-15	2018-05-22	2018-07-15	1095	56.6806674	0.028434514	0.294241	0.2	0		0		0	0.314124235	0		0		0.514459	0	0.466667	0.6	0.015967	0.014131	0.419753	0.806814	0.444494	EM_DIA
1031	Fundo 2	Produto 1	Cedente 1	Sacado 498	8035714	CE	PB	2018-05-21	2018-04-06	2018-05-24	1686.68	116.7211171	0.045618101	0.186404	0.5	0.178352	0.376607	0.000024	0.706922	0	0.914409903	0.020189	0.15894	1	0.133717	0.422999	0	0.666667	1	0.000201	0.000263	0.395062	0.667824	0.863445	ATRASO
1032	Fundo 2	Produto 1	Cedente 1	Sacado 2682	8035714	CE	PR	2018-05-21	2018-03-23	2018-05-18	5448.22	561.4583729	0.051136907	0.186404	0.5	0.164517	0.014139	0.013378	0.706922	0	0.668413758	0.020187	0.148455	0.666667	0.121561	0.375925	0	0.533333	1	0.016986	0.024074	0.407407	0.615808	0.994873	EM_DIA
1033	Fundo 1	Produto 1	Cedente 15	Sacado 2683	3214286	SP	SP	2018-07-03	2018-06-14	2018-07-06	36.05	1.538010117	0.068190043	0.699322	0.5	0		0		0	0.651933184	0.000037	0.036976	0		0.540013	0	0.066667	0.2	0.000013	0.000012	0.382716	0.858033	0.89289	ATRASO
1034	Fundo 1	Produto 1	Cedente 15	Sacado 2684	3214286	SP	PE	2018-07-02	2018-06-20	2018-07-03	971.86	48.86840778	0.130488725	0.699637	0.5	0		0		0	0.369768048	0.000018	0.041391	0		0.540013	0	0.066667	0.2	0.000014	0.000012	0.382716	0.978137	0.608797	ATRASO
1035	Fundo 1	Produto 1	Cedente 15	Sacado 2685	3214286	SP	SP	2017-12-29	2017-12-13	2018-01-02	153.47	11.0459237	0.139189146	0.691954	0.5	0		0		0	0.305575967	0		0		0.503699	0	0	0	0.000043	0.000037	0.395062	0.992892	0.912979	EM_DIA
1036	Fundo 2	Produto 1	Cedente 1	Sacado 2686	8035714	CE	PE	2018-04-26	2018-03-17	2018-04-06	2041.15	123.8281908	0.045162823	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.217997205	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.677018	EM_DIA
1037	Fundo 1	Produto 1	Cedente 15	Sacado 1974	3214286	SP	ES	2018-01-19	2018-01-04	2018-01-19	2384.1	25.46816043	0.021479126	0.692858	0.5	0		0		0	0.226994592	0.000001	0.009382	0		0.503699	0	0.133333	0.4	0.000042	0.000037	0.395062	0.99336	0.135044	EM_DIA
1038	Fundo 1	Produto 1	Cedente 9	Sacado 2687	6964286	SP	SP	2018-05-05	2018-03-11	2018-05-05	2148.07	121.1673311	0.030383735	0.283479	0.5	0.000383	0.179949	0.00001	0.106775	0	0.892918656	0		0		0.466711	0	0.133333	0.4	0.006548	0.006549	0.419753	0.872641	0.767852	EM_DIA
1039	Fundo 1	Produto 1	Cedente 9	Sacado 2688	6964286	SP	SP	2018-06-19	2018-04-24	2018-06-19	1850	104.2385272	0.029800575	0.285415	0.5	0		0		0	0.160066852	0		0		0.476126	0	0.2	0.6	0.041802	0.040676	0.432099	0.89692	0.699925	EM_DIA
1040	Fundo 1	Produto 1	Cedente 9	Sacado 2689	6964286	SP	RJ	2018-04-20	2018-02-21	2018-04-18	2981.49	168.0944421	0.028775558	0.282264	0.5	0.000383	0.154242	0		0	0.384282428	0		0		0.414929	0	0.133333	0.4	0.018537	0.018678	0.419753	0.866157	0.002931	EM_DIA
1041	Fundo 1	Produto 1	Cedente 9	Sacado 692	6964286	SP	RS	2018-04-21	2018-02-25	2018-04-21	1617.48	164.5185179	0.054256799	0.128389	0.5	0.000383	0.154242	0		0	0.508335614	0		0		0.417619	0	0.333333	0.6	0.018537	0.018678	0.419753	0.866157	0.965949	EM_DIA
1042	Fundo 1	Produto 1	Cedente 9	Sacado 2690	6964286	SP	PR	2018-04-20	2018-02-18	2018-04-20	1122.43	117.1312714	0.050028329	0.282264	0.5	0.000383	0.154242	0		0	0.392359799	0		0		0.414929	0	0.133333	0.4	0.018537	0.018678	0.419753	0.866157	0.861496	EM_DIA
1043	Fundo 1	Produto 1	Cedente 9	Sacado 1386	6964286	SP	SC	2018-05-30	2018-05-06	2018-05-30	1006.88	41.68573386	0.052016215	0.131796	0.5	0.000007	0.059126	0.000121	0.147275	0	0.439385911	0		0		0.506389	0	0.4	0.8	0.003615	0.003479	0.432099	0.906762	0.6866	EM_DIA
1044	Fundo 2	Produto 1	Cedente 1	Sacado 331	8035714	CE	PE	2018-01-31	2017-12-14	2018-01-31	720.35	18.07452844	0.015609129	0.17651	0.5	0.042153	0	0		0	0.97162757	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.90226	EM_DIA
1045	Fundo 1	Produto 1	Cedente 9	Sacado 2691	6964286	SP	SP	2018-04-17	2018-03-21	2018-04-17	601.61	40.67746109	0.075403764	0.283903	0.5	0		0		0	0.044192529	0		0		0.466711	0	0.2	0.6	0.026362	0.02623	0.432099	0.877138	0.611233	EM_DIA
1046	Fundo 2	Produto 1	Cedente 1	Sacado 2692	8035714	CE	RN	2018-01-31	2017-12-08	2018-01-17	2029.47	104.341083	0.028244262	0.17651	0.5	0.042153	0	0		0	0.408800146	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.78403	EM_DIA
1047	Fundo 2	Produto 1	Cedente 2	Sacado 2693	10000000	CE	SC	2018-01-15	2017-08-21	2018-01-15	144	11.99557017	0.016463505	0.021787	1	0		0.00027	0.073638	0	0.720216358	0		0		0.088097	0	0.133333	0.4	0.155415	0.161034	0.407407	0.842305	0.95326	EM_DIA
1048	Fundo 2	Produto 1	Cedente 1	Sacado 2694	8035714	CE	CE	2018-01-04	2017-12-09	2018-01-04	1397.07	64.32734519	0.053314013	0.17651	0.5	0.042153	0	0		0	0.566007693	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.989901	EM_DIA
1049	Fundo 1	Produto 1	Cedente 2	Sacado 2695	10000000	CE	PR	2018-01-01	2017-10-25	2018-01-01	275.98	12.34120822	0.019487493	0.028472	1	0		0		0	0.845928251	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.627086	EM_DIA
1050	Fundo 1	Produto 1	Cedente 2	Sacado 433	10000000	CE	SP	2018-01-01	2017-10-26	2018-01-01	676.24	43.79384865	0.028495542	0.028472	1	0		0		0	0.966656895	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.000898	EM_DIA
1051	Fundo 1	Produto 1	Cedente 9	Sacado 2696	6964286	SP	SP	2018-03-16	2018-02-13	2018-03-16	1763.71	71.37475873	0.039137884	0.281594	0.5	0.000383	0.140103	0		0	0.596322795	0		0		0.414929	0	0.2	0.6	0.012577	0.012882	0.419753	0.852139	0.550384	EM_DIA
1052	Fundo 1	Produto 1	Cedente 9	Sacado 2697	6964286	SP	SP	2018-06-08	2018-04-22	2018-06-08	1144.48	64.58928876	0.035664106	0.285415	0.5	0		0		0	0.860649724	0		0		0.476126	0	0.2	0.6	0.041802	0.040676	0.432099	0.89692	0.992317	EM_DIA
1053	Fundo 2	Produto 1	Cedente 1	Sacado 2698	8035714	CE	MG	2018-03-06	2018-02-09	2018-03-06	5219.95	167.7857772	0.038694747	0.182898	0.5	0.124609	0.001285	0		0	0.383325421	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.36315	EM_DIA
1054	Fundo 2	Produto 1	Cedente 1	Sacado 373	8035714	CE	PR	2018-02-04	2017-12-12	2018-02-04	5747.34	224.7281605	0.021537632	0.17651	0.5	0.042153	0	0		0	0.654886975	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.420133	EM_DIA
1055	Fundo 2	Produto 1	Cedente 1	Sacado 259	8035714	CE	PR	2018-02-05	2017-12-12	2018-02-06	480.36	46.76509425	0.05197974	0.17651	0.5	0.042153	0	0		0	0.85705758	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.849803	ATRASO
1056	Fundo 1	Produto 1	Cedente 9	Sacado 1821	6964286	SP	MG	2018-05-07	2018-03-25	2018-05-07	1413.64	128.4112422	0.062537269	0.283903	0.5	0		0		0	0.727072791	0		0		0.466711	0	0.2	0.6	0.026362	0.02623	0.432099	0.877138	0.920764	EM_DIA
1057	Fundo 1	Produto 1	Cedente 9	Sacado 2699	6964286	SP	BA	2018-05-07	2018-03-26	2018-05-07	2544.67	67.03727963	0.018747251	0.283903	0.5	0		0		0	0.122211323	0		0		0.466711	0	0.2	0.6	0.026362	0.02623	0.432099	0.877138	0.012363	EM_DIA
1058	Fundo 2	Produto 1	Cedente 1	Sacado 2700	8035714	CE	MA	2018-02-05	2017-12-11	2018-02-05	728.79	31.34677425	0.022816817	0.17651	0.5	0.042153	0	0		0	0.418583586	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.797691	EM_DIA
1059	Fundo 1	Produto 1	Cedente 12	Sacado 2701	2678571	BA		2018-05-27	2018-04-24	2018-05-28	265	9.647282749	0.033041256	0.616431	0.333333	0		0.000073	0.035346	0	0.244499092	0		0		0.496301	0	0.6	1	0.003556	0.003106	0.382716	0.99689	0.837787	ATRASO
1060	Fundo 1	Produto 1	Cedente 9	Sacado 1901	6964286	SP	SP	2018-06-17	2018-05-07	2018-06-17	1647.93	38.28455203	0.016946491	0.131796	0.5	0.000007	0.059126	0.000121	0.147275	0	0.310731843	0		0		0.506389	0	0.4	0.8	0.003615	0.003479	0.432099	0.906762	0.41526	EM_DIA
1061	Fundo 1	Produto 1	Cedente 9	Sacado 2702	6964286	SP	SP	2018-06-18	2018-05-06	2018-06-18	1076.89	89.95571943	0.05756833	0.131796	0.5	0.000007	0.059126	0.000121	0.147275	0	0.146108767	0		0		0.506389	0	0.4	0.8	0.003615	0.003479	0.432099	0.906762	0.818005	EM_DIA
1062	Fundo 1	Produto 1	Cedente 9	Sacado 784	6964286	SP	MG	2018-04-20	2018-03-26	2018-04-19	771.97	19.66787535	0.030650384	0.283903	0.5	0		0		0	0.051898886	0		0		0.466711	0	0.2	0.6	0.026362	0.02623	0.432099	0.877138	0.995391	EM_DIA
1063	Fundo 1	Produto 1	Cedente 12	Sacado 2703	2678571	BA	RS	2018-07-22	2018-04-27	2018-07-22	1400	104.7007402	0.025477919	0.616431	0.333333	0		0.000073	0.035346	0	0.231046915	0		0		0.496301	0	0.6	1	0.003556	0.003106	0.382716	0.99689	0.960482	EM_DIA
1064	Fundo 1	Produto 1	Cedente 9	Sacado 2704	6964286	SP	SP	2018-07-16	2018-06-25	2018-07-16	1265	16.91342158	0.019155005	0.135177	0.5	1	0.201799	0.000121	0.192194	0	0.491800345	0		0		0.537996	0	0.4	0.8	0.024869	0.023308	0.419753	0.915911	0.600958	EM_DIA
1065	Fundo 1	Produto 1	Cedente 12	Sacado 2705	2678571	BA		2018-06-22	2018-04-13	2018-06-22	785	37.51737024	0.020209742	1	1	0		0		0	0.749076911	0		0		0.496301	0	0.266667	0.8	0.003556	0.003106	0.382716	0.999259	0.955622	EM_DIA
1066	Fundo 2	Produto 1	Cedente 1	Sacado 2706	8035714	CE	AL	2018-01-07	2017-12-11	2017-12-30	4077.61	245.7363138	0.067181174	0.17651	0.5	0.042153	0	0		0	0.061190301	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.983891	EM_DIA
1067	Fundo 2	Produto 1	Cedente 2	Sacado 11	10000000	CE	SP	2018-01-03	2017-09-01	2018-01-03	3863	438.2757472	0.026341175	0.022784	1	0		0		0	0.245598585	0		0		0.088097	0	0.133333	0.4	0.241634	0.24878	0.407407	0.847686	0.699985	EM_DIA
1068	Fundo 1	Produto 1	Cedente 2	Sacado 529	10000000	CE	SP	2018-01-03	2017-09-24	2018-01-02	563.68	36.86422447	0.018994854	0.026007	1	0		0		0	0.737708107	0.000024	0	0		0.159381	0	0.2	0.6	0.168019	0.170208	0.407407	0.861531	0.596584	EM_DIA
1069	Fundo 2	Produto 1	Cedente 1	Sacado 80	8035714	CE	CE	2018-01-10	2017-12-11	2018-01-10	1426.71	19.24587822	0.013489692	0.17651	0.5	0.042153	0	0		0	0.255071738	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.029492	EM_DIA
1070	Fundo 2	Produto 1	Cedente 1	Sacado 308	8035714	CE	SP	2018-01-10	2017-12-11	2018-01-10	941.27	76.56010875	0.081337033	0.17651	0.5	0.042153	0	0		0	0.811886549	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.984479	EM_DIA
1071	Fundo 1	Produto 1	Cedente 2	Sacado 542	10000000	CE	SC	2018-01-09	2017-08-01	2018-01-09	1610	236.4355903	0.025860955	0.017908	1	0		0		0	0.843025078	0.000048	0.003311	0		0.01614	0	0	0	0.462881	0.490698	0.407407	0.823282	0.922085	EM_DIA
1072	Fundo 2	Produto 1	Cedente 1	Sacado 715	8035714	CE	MA	2018-01-03	2017-12-10	2018-01-03	1571	100.2078923	0.080358433	0.17651	0.5	0.042153	0	0		0	0.972386258	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.04792	EM_DIA
1073	Fundo 1	Produto 1	Cedente 2	Sacado 23	10000000	CE	PR	2018-01-03	2017-10-27	2018-01-03	658.45	40.38149005	0.026607101	0.028472	1	0		0		0	0.424912698	0		0		0.168124	0	0.066667	0.2	0.727965	0.738669	0.407407	0.860111	0.199665	EM_DIA
1074	Fundo 1	Produto 1	Cedente 9	Sacado 2707	6964286	SP	MG	2018-04-01	2018-02-26	2018-04-01	756.7	66.91617008	0.077634746	0.128389	0.5	0.000383	0.154242	0		0	0.136453403	0		0		0.417619	0	0.333333	0.6	0.018537	0.018678	0.419753	0.866157	0.528471	EM_DIA
1075	Fundo 1	Produto 1	Cedente 9	Sacado 2708	6964286	SP	SP	2018-03-31	2018-01-30	2018-04-01	888.64	65.63165674	0.036270377	0.279698	0.5	0		0		0	0.461012028	0		0		0.447209	0	0.133333	0.4	0.035131	0.036049	0.407407	0.85053	0.486299	ATRASO
1076	Fundo 2	Produto 1	Cedente 1	Sacado 2709	8035714	CE	RN	2018-03-29	2018-02-07	2018-03-31	3816.88	321.5533819	0.049727265	0.182898	0.5	0.124609	0.001285	0		0	0.971171273	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.994556	ATRASO
1077	Fundo 1	Produto 1	Cedente 9	Sacado 1370	6964286	SP	RJ	2018-04-02	2018-02-28	2018-04-04	3190.28	265.1206305	0.075270731	0.128389	0.5	0.000383	0.154242	0		0	0.047827164	0		0		0.417619	0	0.333333	0.6	0.018537	0.018678	0.419753	0.866157	0.927973	ATRASO
1078	Fundo 1	Produto 1	Cedente 9	Sacado 2710	6964286	SP	SP	2018-04-02	2018-02-25	2018-04-02	2188.25	120.4476963	0.045663087	0.128389	0.5	0.000383	0.154242	0		0	0.341610941	0		0		0.417619	0	0.333333	0.6	0.018537	0.018678	0.419753	0.866157	0.978946	EM_DIA
1079	Fundo 2	Produto 1	Cedente 1	Sacado 969	8035714	CE	SP	2018-03-01	2018-02-08	2018-03-01	1873.7	134.1617631	0.103838051	0.182898	0.5	0.124609	0.001285	0		0	0.674587881	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.882588	EM_DIA
1080	Fundo 2	Produto 1	Cedente 1	Sacado 2711	8035714	CE	CE	2018-02-27	2018-02-09	2018-02-27	3000.01	204.4493727	0.1161437	0.182898	0.5	0.124609	0.001285	0		0	0.736673711	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.611936	EM_DIA
1081	Fundo 1	Produto 1	Cedente 9	Sacado 2577	6964286	SP	CE	2018-03-07	2018-01-26	2018-03-07	3233.01	280.1579538	0.064311852	0.126647	0.666667	0		0		0	0.002695977	0.000001	0.010486	0		0.448554	0	0.066667	0.2	0.022739	0.020265	0.382716	0.979309	0.002675	EM_DIA
1082	Fundo 2	Produto 1	Cedente 1	Sacado 1838	8035714	CE	BA	2018-04-08	2018-02-16	2018-04-08	210.04	9.651541538	0.026779646	0.183401	0.5	0.064357	0.336761	0.000024	0.684831	0	0.020608633	0.019923	0.128587	0.666667	0.101727	0.480834	0	0.4	0.6	0.00055	0.000503	0.382716	0.831953	0.30868	EM_DIA
